Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021000180,2021-09-16,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.3998638662938,-2.9872254180570863,Car
ACC2021000181,2021-12-25,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.798390369974,-1.5766815214378829,Car
ACC2021000182,2022-12-11,70,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.31446378436496,-5.038203230319623,Car
ACC2021000183,2022-04-01,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Manchester,53.477522372834386,-2.243590309962641,Bike
ACC2021000184,2022-02-15,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.827393976837755,-1.6023088947612878,Car
ACC2021000185,2022-10-11,40,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Bradford,53.79077484874965,-1.7970724288618414,Car
ACC2021000186,2021-11-14,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.50881120338855,-1.8676242867448287,Car
ACC2021000187,2022-11-08,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.791501592969816,-1.5350557155200346,Car
ACC2021000188,2021-08-13,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.813004558789366,-1.4996706888709423,Car
ACC2021000189,2021-08-22,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.50325026411621,-1.9243642194090218,Car
ACC2021000190,2022-11-15,30,Slip road,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.77414632745889,-1.7558561859922146,Car
ACC2021000191,2022-10-26,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Leeds,53.73957290762556,-1.5142106672544982,Car
ACC2021000192,2022-01-09,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.81165822932188,-1.5982354097537397,Car
ACC2021000193,2022-11-03,20,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Cheshire East,53.228047495139585,-2.2380203234240077,Van
ACC2021000194,2022-08-31,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.47071853114416,-1.9339226441641029,Car
ACC2021000195,2022-04-17,30,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Leeds,53.78437432563894,-1.6009326752183148,Car
ACC2021000196,2021-08-21,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Manchester,53.48896915172009,-2.273769766204527,Car
ACC2021000197,2022-11-23,40,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.50585524387218,-1.8829978456890955,Car
ACC2021000198,2021-04-23,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.46100411873529,-2.2868038870014313,Car
ACC2021000199,2022-05-12,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.81008424817707,-1.5466905361832501,Car
ACC2021000200,2022-03-18,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,County Durham,54.72998495552946,-1.5970788559660591,Car
ACC2021000201,2022-07-18,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.754107695364915,-1.5765730098091058,Bike
ACC2021000202,2021-09-25,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.793506939767504,-1.5687472062238692,Car
ACC2021000203,2022-05-25,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.22564470053837,-5.0408980799724,Car
ACC2021000204,2022-01-21,70,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,2,Serious,Manchester,53.49636528745323,-2.220533651347857,Car
ACC2021000205,2022-01-22,70,Dual carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Bradford,53.84525553398171,-1.7472495526326892,Car
ACC2021000206,2021-04-23,30,Dual carriageway,Urban,Raining no high winds,Dark,Dry,1,Serious,Birmingham,52.45580787066525,-1.9089813988018147,Car
ACC2021000207,2022-09-05,20,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.80656099539104,-1.748061155636619,Car
ACC2021000208,2022-09-17,50,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cheshire East,53.20224974946817,-2.2908023007396507,Bike
ACC2021000209,2021-03-22,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.45102428982707,-1.9364493638989246,Car
ACC2021000210,2022-11-30,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.8178900094182,-1.5698523502985706,Car
ACC2021000211,2021-04-23,30,Single carriageway,Rural,Raining + high winds,Dark,Wet or damp,1,Slight,Bradford,53.77948196709533,-1.778117723727866,Car
ACC2021000212,2021-01-02,60,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Kirklees,53.64987432824212,-1.7962696382869612,Other
ACC2021000213,2022-10-04,60,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.26231407105022,-5.027590708882516,Car
ACC2021000214,2021-08-08,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.78055657355386,-1.7457063914499733,Car
ACC2021000215,2022-07-20,30,Single carriageway,Rural,Raining no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.53158991404919,-1.924387345735318,Car
ACC2021000216,2021-08-13,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.81489708275579,-1.6019333295990341,Car
ACC2021000217,2022-01-20,40,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.46292090288434,-1.9365117021885074,Car
ACC2021000218,2022-02-07,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.78358434070997,-1.5386695989893313,Car
ACC2021000219,2022-09-30,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Sheffield,53.40183963873889,-1.4421202236469048,Car
ACC2021000220,2021-05-10,30,Single carriageway,Rural,Fine no high winds,Day,Frost or ice,1,Slight,Sheffield,53.31792310595158,-1.521037766945741,Car
ACC2021000221,2021-02-22,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Slight,Leeds,53.80887163561109,-1.5339226479745984,Bike
ACC2021000222,2022-11-15,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Liverpool,53.43774750926968,-2.9819163817539738,Bus
ACC2021000223,2022-12-31,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.73932751024308,-1.6023295752143298,Car
ACC2021000224,2022-11-03,60,Single carriageway,Urban,Fog or mist,Day,Dry,1,Slight,Bradford,53.79907127468596,-1.8034511186103221,Bus
ACC2021000225,2022-12-11,60,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Birmingham,52.456675980006196,-1.893795205152604,Bus
ACC2021000226,2022-02-20,60,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.221190102683444,-2.3176701257589705,Car
ACC2021000227,2021-09-04,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.27165088265266,-5.094357541460657,Car
ACC2021000228,2022-03-15,30,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Serious,Leeds,53.80242867342212,-1.5882825901305226,Car
ACC2021000229,2021-07-22,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Manchester,53.47741713603167,-2.22473057608092,Van
ACC2021000230,2021-07-03,20,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Kirklees,53.657186107437774,-1.8153107158888768,Car
ACC2021000231,2021-05-03,60,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.3475535459482,-1.426456352518902,Car
ACC2021000232,2022-02-05,20,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.797890880674544,-1.579511624183404,Car
ACC2021000233,2021-10-21,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.5211827306187,-1.895023031436005,Car
ACC2021000234,2021-10-07,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.86923956865621,-1.5569053777249107,Car
ACC2021000235,2022-09-02,30,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.86999573762005,-1.754335108534818,Van
ACC2021000236,2021-07-17,40,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Kirklees,53.60930584931647,-1.7839986084293453,Car
ACC2021000237,2022-05-26,30,Single carriageway,Urban,Raining + high winds,Day,Flood,1,Slight,County Durham,54.79717081172437,-1.572835817609716,Car
ACC2021000238,2021-05-24,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,County Durham,54.75855619513445,-1.5653688152131322,Van
ACC2021000239,2022-09-01,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.819627606487984,-1.5700863286400206,Car
ACC2021000240,2021-07-20,60,One way street,Urban,Raining + high winds,Day,Dry,1,Serious,Leeds,53.7990015936963,-1.5791188073304225,Car
ACC2021000241,2021-05-04,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.81167783314981,-1.5772085932861448,Car
ACC2021000242,2021-07-06,30,Slip road,Rural,Fine no high winds,Dark,Dry,1,Serious,Leeds,53.80781886268897,-1.5149750872749077,Car
ACC2021000243,2021-11-22,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.401290429439406,-1.477615643127639,Car
ACC2021000244,2022-04-09,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.44687465422005,-1.8897734340952854,Bike
ACC2021000245,2021-12-15,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.475075297014406,-1.889629546555272,Car
ACC2021000246,2022-10-22,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80412807616043,-1.5611371228900366,Car
ACC2021000247,2022-02-07,60,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Leeds,53.780223937477004,-1.5363981559049904,Car
ACC2021000248,2021-12-12,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.27519330936035,-2.311150406321491,Car
ACC2021000249,2022-05-26,30,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Serious,Birmingham,52.48410220899179,-1.8595261147946158,Car
ACC2021000250,2021-05-27,30,One way street,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.478501704173354,-1.851636517943083,Car
ACC2021000251,2021-05-28,20,Single carriageway,Urban,Raining + high winds,Day,Wet or damp,1,Slight,Birmingham,52.51014633702834,-1.9722787465664176,Car
ACC2021000252,2022-12-12,20,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Liverpool,53.42054365472725,-3.009835519841172,Car
ACC2021000253,2022-05-04,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,3,Fatal,Birmingham,52.50990548193409,-1.9388869112114235,Car
ACC2021000254,2022-10-02,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79874949061637,-1.5541552801454595,Car
ACC2021000255,2022-07-05,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.369360234846624,-1.4398616974513874,Car
ACC2021000256,2021-12-04,50,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.570581699563895,-1.8828707447140676,Car
ACC2021000257,2022-10-03,60,Single carriageway,Urban,Fine no high winds,Dark,Snow,1,Serious,Liverpool,53.448101104862424,-2.9513913633850035,Car
ACC2021000258,2022-04-18,60,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.45381333584353,-1.4468441665638474,Car
ACC2021000259,2021-05-31,20,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Leeds,53.82555672321522,-1.5526038699196767,Car
ACC2021000260,2022-02-19,30,Dual carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Leeds,53.77225522522421,-1.514968462141422,Bus
ACC2021000261,2021-10-25,30,One way street,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.779719216816304,-1.8193897107552257,Bike
ACC2021000262,2022-09-03,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Manchester,53.52660732098662,-2.247955374573651,Bike
ACC2021000263,2021-09-20,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.80651758001175,-1.7923185145646798,Car
ACC2021000264,2021-05-24,20,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.82677267346343,-1.5569793448845952,Car
ACC2021000265,2021-12-12,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Slight,Cornwall,50.2685889980194,-5.032325063628888,Car
ACC2021000266,2022-09-16,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.26157800367594,-5.072327515328556,Car
ACC2021000267,2022-07-26,50,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Cornwall,50.26361071675723,-5.062015230412047,Car
ACC2021000268,2021-01-02,30,One way street,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.182740381470765,-5.049621987533353,Car
ACC2021000269,2021-10-31,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Leeds,53.827161625212675,-1.6035133666648373,Car
ACC2021000270,2021-09-11,30,Single carriageway,Urban,Snowing no high winds,Day,Dry,1,Slight,Cheshire East,53.24857559811933,-2.2972491548479876,Car
ACC2021000271,2022-10-14,40,Single carriageway,Urban,Raining no high winds,Day,Dry,2,Slight,Leeds,53.83709618425574,-1.5403690903647735,Car
ACC2021000272,2022-03-29,20,Single carriageway,Urban,Fine no high winds,Dark,Dry,3,Serious,Cornwall,50.25640413604441,-5.050821727728058,Car
ACC2021000273,2021-02-06,50,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79677421358409,-1.5841216594135061,Bus
ACC2021000274,2021-06-09,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25200638277828,-5.036222651704033,Bus
ACC2021000275,2021-01-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.37854611996652,-1.4837002792395109,Car
ACC2021000276,2021-08-21,20,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.77866268641754,-1.595318945335464,Van
ACC2021000277,2021-04-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,County Durham,54.781033336031854,-1.560071044406131,Car
ACC2021000278,2022-10-21,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.385590703466725,-1.5004990993949137,Car
ACC2021000279,2021-07-27,60,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Serious,Cornwall,50.28889392823314,-5.074778030884278,Other
ACC2021000280,2021-05-11,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.48718945757595,-1.8495287227785893,Car
ACC2021000281,2022-02-08,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.21228569952611,-5.076207440597415,Van
ACC2021000282,2021-06-01,60,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Birmingham,52.488087510453866,-1.9049206020765215,Car
ACC2021000283,2021-02-23,30,Dual carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Manchester,53.43613353270978,-2.241210548073121,Car
ACC2021000284,2021-04-30,30,One way street,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.73480924029378,-1.483755227773123,Car
ACC2021000285,2022-11-04,30,Roundabout,Urban,Raining no high winds,Dark,Dry,1,Slight,Cornwall,50.28963830552176,-5.077027637319176,Bus
ACC2021000286,2022-09-20,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47698825503571,-1.9382122284440684,Car
ACC2021000287,2022-08-10,40,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.68661037767496,-1.780619569058727,Car
ACC2021000288,2022-09-17,30,Dual carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.22229505096542,-5.062091792802506,Car
ACC2021000289,2022-02-24,70,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.8222727305751,-1.5323139796932126,Bike
ACC2021000290,2022-02-26,50,Single carriageway,Urban,Raining + high winds,Dark,Wet or damp,1,Slight,Birmingham,52.5032151679142,-1.8865785775053088,Car
ACC2021000291,2021-04-14,20,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Fatal,Bradford,53.727510401236756,-1.685922140421953,Bike
ACC2021000292,2021-09-11,50,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25279388190589,-5.040599126897023,Car
ACC2021000293,2021-08-15,20,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Serious,Leeds,53.85066722736362,-1.5421540231465758,Bike
ACC2021000294,2021-04-22,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.530301327249084,-1.8557076704072157,Car
ACC2021000295,2022-05-25,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.533915477351954,-1.8718947372552797,Car
ACC2021000296,2022-04-18,40,Roundabout,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.3716919215223,-1.484699226181849,Car
ACC2021000297,2021-04-09,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.31769478408567,-5.056252932499398,Car
ACC2021000298,2021-06-02,60,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.43733442109745,-3.009635984371328,Bus
ACC2021000299,2021-12-04,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,County Durham,54.7645666503865,-1.568019071964627,Bus
ACC2021000300,2022-12-07,40,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.782962799440675,-1.7781716089712978,Bike
ACC2021000301,2021-06-12,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.78716925379703,-1.7371275170780494,Other
ACC2021000302,2022-12-21,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.76119889068983,-1.5723329866865556,Car
ACC2021000303,2022-11-12,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,2,Serious,County Durham,54.827202215654395,-1.556783557521008,Car
ACC2021000304,2021-06-10,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.8406411701448,-1.5406965577489429,Car
ACC2021000305,2022-08-03,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48273051241168,-1.8444692116919523,Car
ACC2021000306,2022-02-02,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,County Durham,54.73617137126046,-1.5473605335398029,Car
ACC2021000307,2021-10-04,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.52508886959662,-1.9355081068291826,Car
ACC2021000308,2022-05-19,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,County Durham,54.75692224546891,-1.5658806846625954,Agricultural
ACC2021000309,2022-01-27,20,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.810290079596626,-1.7261431381282926,Van
ACC2021000310,2021-05-15,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.76732238706614,-1.570222112104096,Car
ACC2021000311,2021-07-14,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Liverpool,53.456329450853964,-2.966377572097187,Car
ACC2021000312,2022-02-05,30,Roundabout,Rural,Fine no high winds,Day,Dry,2,Slight,Sheffield,53.39948502799588,-1.4699821175111054,Car
ACC2021000313,2022-10-02,60,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Cornwall,50.26176048408015,-5.0243312542017335,Car
ACC2021000314,2021-02-02,50,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.825704179054156,-1.545988366670867,Car
